57.11423,16.63327,7.915832,2.104208,0,0,5.11022,3.306613,0,0,0,6.613227,0,0.501002,0.501002,0,0,0,8.397101
4.98,2.99,22.93,0,0,0,0,0,0,0,0,0,0,3.99,5.98,0,0,0,1.417327
57.7,0,10.3,0,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.423322
55,9,0,0,22,0,3,7,0,4,0,0,0,0,0,0,0,0,4.159293
60,14.5,5.5,6,0.7,0.5000001,4.5,0,6.5,0,0,0,0,1.2,0,0,0,0,7.136787
60.72004,18.60614,10.46345,4.541499,0,0,5.641862,0,0,0,0,0,0,0,0,0,0.006001981,0,8.596566
48.74527,0.9867114,20.54896,0,11.99579,4.000207,0,0,9.451567,0,0,0,0,0,3.993896,0,0,0,2.508359
58.70587,0,0,8.89089,14.23142,0,0,18.17182,0,0,0,0,0,0,0,0,0,0,4.173153
0,0,85.2113,0,5.868984,0,0,0,0,8.919721,0,0,0,0,0,0,0,0,0.9058245
60.76,9.600001,0,7.920001,9.840001,0,2.67,1.5,0,1.35,0,2.75,0,3,0.3,0,0.11,0,6.189089
64.74,0,0,9.81,15.69,0,0,0,0,0,0,0,0,0,0,0,0,0,4.370674
72.05589,0,0,5.988024,16.46707,0,4.191617,0,0,0,0,0,0,0,0,0,0,0,4.567608
76,3,3,5,6,2.5,2.5,0,1,0,0,0,0,1,0,0,0,0,5.873163
56.57109,22.96358,0,0,12.28813,1.522908,0.01187351,0,1.870205,0,0,0,0,0,0,0,0,4.683423,7.688368
69.4973,3.665131,0.8612058,6.328861,12.51753,0,4.296014,0.5808131,0,2.19307,0,0,0,0,0,0,0.06008412,0,5.2606
51.30352,0,0,0,18.47019,0,0,0,0,0,30.2263,0,0,0,0,0,0,0,2.927753
71.91576,8.625879,8.324976,2.708125,7.422267,0,1.003009,0,0,0,0,0,0,0,0,0,0,0,6.484679
63,5.6,4.5,0,2.8,3.3,0,2.7,4.2,5.6,0,3.3,0,0,4.7,0,0,0,3.978201
56.91811,23.12722,0,0,11.99333,1.777784,0.9411749,0,0,0,0,0,0,0,0,0,0,5.130303,7.744087
54.74928,0,0,0,1.401261,0,0,0,0,13.01171,26.52387,4.313883,0,0,0,0,0,0,4.390796
70.84576,12.2388,0,0,4.378109,0,0,0,0,3.980099,0,0,0,0,0,0,0,0,8.472941
22.07148,0,0,0,0,0,0,0,0,0,77.92853,0,0,0,0,0,0,0,1.116425
